Team,Opponent,Team_Score,Opp_Score,Spread,Spread_Covered,Final_Score,Date
Temple,Davidson,62,61,-1.5,Y,62-61,2024-12-18
New Mexico,VCU,78,71,-4.0,Y,78-71,2024-12-18
Bradley,San Francisco,66,64,-1.5,Y,66-64,2024-12-18
Arizona,Samford,96,64,-19.5,Y,96-64,2024-12-18
North Dakota,Alabama,90,97,24.5,Y,90-97,2024-12-18
Virginia,Memphis,62,64,3.5,Y,62-64,2024-12-18
UMass,Northeastern,77,72,-3.5,Y,77-72,2024-12-18
Washington,Washington Stte,89,73,-2.5,Y,89-73,2024-12-18
Northern Kentucky,Detroit,73,60,-13.5,Y,73-60,2024-12-18
Connecticut,Xavier,94,89,-13.5,Y,94-89,2024-12-18
Santa Clara,Kennesaw Stte,94,74,-15.0,Y,94-74,2024-12-18
USC,Cal Stte-Northridge,90,69,-12.5,Y,90-69,2024-12-18
Texas-Arlington,Evansville,80,54,-9.0,Y,80-54,2024-12-18
Lindenwood,Tennessee Tech,73,79,-3.0,N,73-79,2024-12-19
Arkansas-Little Rock,Southern Illinois-Edwardsville,60,56,-3.0,Y,60-56,2024-12-19
St Marys,Merrimack,73,68,-20.5,Y,73-68,2024-12-19
Pepperdine,Long Beach Stte,76,79,-6.0,Y,76-79,2024-12-19
Cleveland Stte,Oakland,92,75,1.0,Y,92-75,2024-12-19
Southeast Missouri Stte,Eastern Illinois,79,72,-4.5,Y,79-72,2024-12-19
Dixie Stte,South Dakota,92,87,2.5,Y,92-87,2024-12-19
Belmont,UC Irvine,84,92,2.0,N,84-92,2024-12-19
Morehead Stte,Tennessee-Martin,70,69,-5.0,Y,70-69,2024-12-19
Georgia,Buffalo,100,49,-26.5,Y,100-49,2024-12-19
Southern Indiana,Tennessee Stte,77,75,-4.5,Y,77-75,2024-12-19
Cincinnati,Dayton,66,59,-3.5,Y,66-59,2024-12-20
Yale,Akron,74,58,-4.0,Y,74-58,2024-12-20
Providence,St Johns,70,72,5.5,Y,70-72,2024-12-20
Pennsylvania,Rider,79,66,-4.0,Y,79-66,2024-12-20
Saint Peters,Delaware,72,64,-2.5,Y,72-64,2024-12-20
UTEP,Jackson Stte,67,61,-15.0,Y,67-61,2024-12-20
North Texas,Appalachian Stte,68,64,-11.5,Y,68-64,2024-12-20
Seattle,UIC,68,79,-6.0,N,68-79,2024-12-20
Western Michigan,Valparaiso,73,76,-1.5,N,73-76,2024-12-20
Cal Stte-Bakersfield,Portland Stte,58,59,-4.0,Y,58-59,2024-12-21
Florida International,IUPUI,75,69,-8.0,Y,75-69,2024-12-21
Florida Stte,Louisville,76,90,-1.0,N,76-90,2024-12-21
Ball Stte,Evansville,80,43,-4.5,Y,80-43,2024-12-21
UMKC,East Tennessee Stte,73,66,2.5,Y,73-66,2024-12-21
Southern Indiana,Tennessee-Martin,46,77,-5.0,N,46-77,2024-12-21
Bradley,Canisius,92,59,-24.5,Y,92-59,2024-12-21
UMass,Arizona Stte,62,78,9.5,N,62-78,2024-12-21
Michigan Stte,Florida Atlantic,86,69,-12.5,Y,86-69,2024-12-21
Auburn,Purdue,87,69,-10.0,Y,87-69,2024-12-21
Nevada,Colorado Stte,64,66,-8.0,Y,64-66,2024-12-21
Arkansas Stte,Coastal Carolina,97,67,-14.5,Y,97-67,2024-12-21
Memphis,Miss Statete,66,79,1.5,N,66-79,2024-12-21
Arkansas,N Carolina A&T,95,67,-29.5,Y,95-67,2024-12-21
San Francisco,Montana,71,67,-17.0,Y,71-67,2024-12-21
Pepperdine,UC Davis,85,46,-1.0,Y,85-46,2024-12-21
Wichita Stte,Kansas Stte,84,65,1.5,Y,84-65,2024-12-21
San Jose Stte,Kennesaw Stte,89,65,-3.5,Y,89-65,2024-12-21
Duquesne,UC Irvine,70,54,6.5,Y,70-54,2024-12-21
Washington Stte,Northern Iowa,76,68,-3.0,Y,76-68,2024-12-21
Denver,Northern Colorado,75,82,6.0,N,75-82,2024-12-21
Kentucky,Ohio Stte,65,85,-8.0,N,65-85,2024-12-21
San Diego Stte,California,71,50,-5.0,Y,71-50,2024-12-21
Boise Stte,Air Force,77,59,-21.0,Y,77-59,2024-12-21
Pittsburgh,Sam Houston Stte,110,78,-16.5,Y,110-78,2024-12-21
Texas Stte,Georgia Southern,83,61,-7.0,Y,83-61,2024-12-21
Liberty,Texas-Arlington,79,56,-9.5,Y,79-56,2024-12-21
Harvard,Furman,63,77,2.5,N,63-77,2024-12-21
Xavier,Marquette,70,72,4.5,Y,70-72,2024-12-21
Eastern Michigan,Wright Stte,86,82,5.0,Y,86-82,2024-12-21
Fresno Stte,Cal Baptist,69,86,2.5,N,69-86,2024-12-21
Louisiana-Monroe,Old Dominion,75,80,-2.0,N,75-80,2024-12-21
Stnford,Oregon,61,76,5.0,N,61-76,2024-12-21
Santa Clara,South Dakota,98,81,-18.5,Y,98-81,2024-12-21
St Bonaventure,Niagara,71,52,-17.0,Y,71-52,2024-12-21
N Carolina,UCLA,76,74,1.0,Y,76-74,2024-12-21
Clemson,Wake Forest,73,62,-8.5,Y,73-62,2024-12-21
Southern Mississippi,Marshall,68,66,3.5,Y,68-66,2024-12-21
Northwestern,DePaul,84,64,-6.5,Y,84-64,2024-12-21
Miami,Mount St Marys,74,78,-16.5,Y,74-78,2024-12-21
Elon,UNC Greensboro,73,69,1.5,Y,73-69,2024-12-21
Jackson Stte,Akron,50,68,8.5,N,50-68,2024-12-21
Southeast Missouri Stte,Southern Illinois-Edwardsville,80,64,1.0,Y,80-64,2024-12-21
Georgia Tech,Duke,56,82,15.0,N,56-82,2024-12-21
Syracuse,Maryland,60,87,14.5,N,60-87,2024-12-21
South Alabama,James Madison,77,49,-1.0,Y,77-49,2024-12-21
Drexel,Penn Stte,64,75,13.5,Y,64-75,2024-12-21
Pacific,Idaho,72,95,-4.5,N,72-95,2024-12-21
Bowling Green,St Thomas (MN),68,93,3.0,N,68-93,2024-12-21
Weber Stte,Utah Valley,62,64,-2.0,N,62-64,2024-12-21
Drake,Wisconsin-Green Bay,72,62,-23.5,Y,72-62,2024-12-21
San Diego,UC San Diego,71,77,13.5,Y,71-77,2024-12-21
Boston Col,S Methodist,77,103,8.0,N,77-103,2024-12-21
UTEP,Yale,75,74,-1.0,Y,75-74,2024-12-21
Troy,Georgia Stte,77,57,-12.0,Y,77-57,2024-12-21
Lindenwood,Western Illinois,71,65,-2.5,Y,71-65,2024-12-21
Iowa,Utah,95,88,-1.5,Y,95-88,2024-12-21
Creighton,Villanova,86,79,-5.0,Y,86-79,2024-12-21
Saint Josephs,VA Tech,82,62,-3.0,Y,82-62,2024-12-21
Richmond,VMI,78,71,-12.0,Y,78-71,2024-12-21
Monmouth,Fairfield,88,74,-4.0,Y,88-74,2024-12-21
Morehead Stte,Tennessee Stte,74,68,-3.5,Y,74-68,2024-12-21
Arizona,Central Michigan,94,41,-27.5,Y,94-41,2024-12-21
Nebraska-Omaha,Cal Poly,86,82,1.5,Y,86-82,2024-12-21
Rutgers,Princeton,82,83,-6.5,Y,82-83,2024-12-21
UNLV,UC Riverside,66,53,-9.0,Y,66-53,2024-12-21
Temple,Rhode Island,79,85,3.0,N,79-85,2024-12-21
Southern Utah,Northern Arizona,75,83,-5.0,N,75-83,2024-12-21
Butler,Connecticut,74,78,8.5,Y,74-78,2024-12-21
Murray Stte,Nebraska,49,66,8.0,N,49-66,2024-12-22
Oakland,Loyola-Chicago,72,71,7.0,Y,72-71,2024-12-22
Hawaii,Charlotte,78,61,-7.0,Y,78-61,2024-12-22
College of Charleston,Oregon Stte,65,74,7.0,N,65-74,2024-12-22
Wisconsin,Detroit,76,53,-29.0,Y,76-53,2024-12-22
Grand Canyon,Saint Louis,73,72,-10.0,Y,73-72,2024-12-22
George Mason,Pennsylvania,85,53,-15.5,Y,85-53,2024-12-22
Missouri,Illinois,77,80,4.0,Y,77-80,2024-12-22
VCU,William & Mary,90,70,-17.0,Y,90-70,2024-12-22
Cal Stte-Fullerton,Wyoming,69,73,4.0,N,69-73,2024-12-22
Missouri Stte,UC-Santa Barbara,68,56,1.5,Y,68-56,2024-12-22
Miami-Ohio,Sacred Heart,94,76,-7.5,Y,94-76,2024-12-22
TX Christian,Montana Stte,82,48,-10.5,Y,82-48,2024-12-22
Cornell,Illinois Stte,77,80,-6.0,Y,77-80,2024-12-22
Kansas,Brown,87,53,-24.5,Y,87-53,2024-12-22
Seton Hall,Georgetown University,60,61,1.5,Y,60-61,2024-12-22
Michigan,PFW,89,58,-20.5,Y,89-58,2024-12-22
Oklahoma Stte,Oral Roberts,86,74,-20.5,Y,86-74,2024-12-22
St Marys,Utah Stte,68,75,-5.5,N,68-75,2024-12-22
Alabama,Kent Stte,81,54,-20.0,Y,81-54,2024-12-22
NC Stte,Rider,89,63,-18.0,Y,89-63,2024-12-22
Tennessee,Middle Tennessee,82,64,-26.5,Y,82-64,2024-12-23
Loyola-Chicago,College of Charleston,68,77,-1.5,N,68-77,2024-12-23
North Dakota Stte,Cal Stte-Bakersfield,94,60,-9.5,Y,94-60,2024-12-23
Hawaii,Nebraska,55,69,8.0,N,55-69,2024-12-23
Washington,Seattle,70,79,-11.5,Y,70-79,2024-12-23
Charlotte,Murray Stte,94,90,5.5,Y,94-90,2024-12-24
Charlotte,College of Charleston,81,84,5.5,Y,81-84,2024-12-25
Hawaii,Oakland,73,70,-3.5,Y,73-70,2024-12-25
Nebraska,Oregon Stte,78,66,-4.5,Y,78-66,2024-12-25
Memphis,Ole Miss,87,70,-1.5,Y,87-70,2024-12-28
Texas A&M,Abilene Christian,92,54,-20.5,Y,92-54,2024-12-28
San Jose Stte,Boise Stte,71,73,8.5,Y,71-73,2024-12-28
St Johns,Delaware,97,76,-24.5,Y,97-76,2024-12-28
Columbia,Fairfield,85,72,-9.5,Y,85-72,2024-12-28
Wyoming,Nevada,66,63,5.5,Y,66-63,2024-12-28
UNLV,Fresno Stte,87,77,-15.5,Y,87-77,2024-12-28
Portland,Washington Stte,73,89,13.0,N,73-89,2024-12-28
San Diego,Grand Canyon,55,68,16.0,Y,55-68,2024-12-28
Santa Clara,Pepperdine,91,80,-15.0,Y,91-80,2024-12-28
Davidson,Eastern Michigan,86,64,-14.0,Y,86-64,2024-12-28
UCLA,Gonzaga,65,62,4.5,Y,65-62,2024-12-28
San Francisco,Loyola Marymount,70,55,-11.0,Y,70-55,2024-12-28
San Diego Stte,Utah Stte,66,67,-4.0,Y,66-67,2024-12-28
George Mason,Mount St Marys,64,56,-16.0,Y,64-56,2024-12-28
Elon,Marshall,73,59,-5.0,Y,73-59,2024-12-28
St Marys,Pacific,70,60,-20.5,Y,70-60,2024-12-28
Colorado Stte,New Mexico,68,76,-1.5,N,68-76,2024-12-28
Georgia Stte,Mercer,68,71,0.0,N,68-71,2024-12-28
Temple,Buffalo,91,71,-14.5,Y,91-71,2024-12-29
Wisconsin-Green Bay,PFW,67,83,8.5,N,67-83,2024-12-29
Oregon,Weber Stte,89,49,-20.5,Y,89-49,2024-12-29
Drake,Belmont,65,46,-8.5,Y,65-46,2024-12-29
Youngstown Stte,Detroit,73,64,-14.5,Y,73-64,2024-12-29
Iona,Harvard,61,67,-5.0,N,61-67,2024-12-29
Bradley,Valparaiso,81,75,-14.0,Y,81-75,2024-12-29
Penn Stte,Pennsylvania,86,66,-26.0,Y,86-66,2024-12-29
Alabama,South Dakota Stte,105,82,-21.5,Y,105-82,2024-12-29
Cleveland Stte,Wright Stte,78,64,-1.5,Y,78-64,2024-12-29
Robert Morris,Northern Kentucky,97,93,1.0,Y,97-93,2024-12-29
Northwestern,Northeastern,85,60,-14.5,Y,85-60,2024-12-29
Texas Stte,Texas-Arlington,72,80,-6.0,N,72-80,2024-12-29
Northern Iowa,Southern Illinois,78,67,-10.5,Y,78-67,2024-12-29
Evansville,Missouri Stte,57,40,4.5,Y,57-40,2024-12-29
Michigan,Western Kentucky,112,64,-21.0,Y,112-64,2024-12-29
Quinnipiac,Hofstra,75,69,2.0,Y,75-69,2024-12-29
N Carolina,Campbell,97,81,-28.5,Y,97-81,2024-12-29
Wisconsin-Milwaukee,IUPUI,88,81,-16.5,Y,88-81,2024-12-29
Ohio Stte,Indiana Stte,103,83,-18.0,Y,103-83,2024-12-29
UC Riverside,St Thomas (MN),81,79,-1.5,Y,81-79,2024-12-29
Illinois Stte,UIC,67,73,-4.5,N,67-73,2024-12-29
Purdue,Toledo,83,64,-21.0,Y,83-64,2024-12-29
Cal Baptist,UC Irvine,63,71,3.5,N,63-71,2024-12-30
Pepperdine,Gonzaga,82,89,20.5,Y,82-89,2024-12-30
Oklahoma Stte,Houston,47,60,11.5,N,47-60,2024-12-30
Florida International,Dixie Stte,80,66,-6.0,Y,80-66,2024-12-30
Auburn,Monmouth,87,58,-37.0,Y,87-58,2024-12-30
Rutgers,Columbia,91,64,-11.5,Y,91-64,2024-12-30
Kansas Stte,Cincinnati,70,67,4.0,Y,70-67,2024-12-30
Colorado,Iowa Stte,69,79,9.0,N,69-79,2024-12-30
Oregon Stte,Portland,89,79,-17.5,Y,89-79,2024-12-30
Arizona,TX Christian,90,81,-14.5,Y,90-81,2024-12-30
Princeton,Akron,76,75,-6.0,Y,76-75,2024-12-30
Washington Stte,Loyola Marymount,73,59,-9.0,Y,73-59,2024-12-30
San Diego,Pacific,75,65,-1.0,Y,75-65,2024-12-30
Cornell,Siena,77,83,-12.0,Y,77-83,2024-12-30
Michigan Stte,Western Michigan,80,62,-27.0,Y,80-62,2024-12-30
Arkansas,Oakland,92,62,-16.5,Y,92-62,2024-12-30
San Francisco,Santa Clara,97,94,-4.0,Y,97-94,2024-12-30
Baylor,Utah,81,56,-11.0,Y,81-56,2024-12-31
Xavier,Seton Hall,94,72,-9.5,Y,94-72,2024-12-31
Charlotte,Tulane,68,83,-2.5,N,68-83,2024-12-31
Fordham,Saint Louis,63,88,1.0,N,63-88,2024-12-31
Texas Tech,Central Florida,83,87,-13.5,Y,83-87,2024-12-31
Syracuse,Wake Forest,71,81,2.0,N,71-81,2024-12-31
George Mason,Davidson,69,57,-6.0,Y,69-57,2024-12-31
Kansas,W Virginia,61,62,-13.0,Y,61-62,2024-12-31
Saint Josephs,UMass,81,72,-10.0,Y,81-72,2024-12-31
San Jose Stte,Colorado Stte,50,72,3.5,N,50-72,2024-12-31
North Texas,UAB,78,75,-6.0,Y,78-75,2024-12-31
Duquesne,Rhode Island,67,55,1.5,Y,67-55,2024-12-31
St Bonaventure,VCU,77,75,2.0,Y,77-75,2024-12-31
Fresno Stte,New Mexico,89,103,15.0,Y,89-103,2024-12-31
Southern Indiana,Morehead Stte,68,70,-1.0,N,68-70,2024-12-31
Creighton,St Johns,57,56,0.0,Y,57-56,2024-12-31
Duke,VA Tech,88,65,-25.0,Y,88-65,2024-12-31
Nevada,Utah Stte,64,69,-3.5,N,64-69,2024-12-31
Richmond,George Washington,66,61,2.5,Y,66-61,2024-12-31
Dayton,La Salle,84,70,-16.5,Y,84-70,2024-12-31
South Florida,East Carolina,75,69,-1.5,Y,75-69,2024-12-31
BYU,Arizona Stte,76,56,-9.5,Y,76-56,2024-12-31
Georgia Tech,Notre Dame,86,75,-1.5,Y,86-75,2024-12-31
Virginia,NC Stte,70,67,-1.0,Y,70-67,2024-12-31
Kentucky,Brown,88,54,-25.0,Y,88-54,2024-12-31
Wyoming,Boise Stte,58,67,7.5,N,58-67,2024-12-31
Providence,Marquette,50,78,6.5,N,50-78,2024-12-31
Air Force,UNLV,58,77,7.5,N,58-77,2024-12-31
DePaul,Connecticut,68,81,11.5,N,68-81,2025-01-01
Northern Iowa,Belmont,76,70,-5.5,Y,76-70,2025-01-01
Southern Illinois,Evansville,53,68,-7.0,N,53-68,2025-01-01
Louisville,N Carolina,83,70,-1.5,Y,83-70,2025-01-01
East Tennessee Stte,VMI,84,69,-15.5,Y,84-69,2025-01-01
Wofford,UNC Greensboro,66,68,-3.0,Y,66-68,2025-01-01
Western Carolina,Furman,61,90,9.5,N,61-90,2025-01-01
IUPUI,Youngstown Stte,61,77,5.5,N,61-77,2025-01-01
Northern Kentucky,PFW,69,68,-2.5,Y,69-68,2025-01-01
Pittsburgh,California,86,74,-13.0,Y,86-74,2025-01-01
Boston Col,Miami,78,68,1.5,Y,78-68,2025-01-01
Tulsa,Rice,64,70,-2.5,N,64-70,2025-01-01
Samford,The Citadel,86,56,-20.5,Y,86-56,2025-01-01
Missouri Stte,Valparaiso,72,73,-5.0,Y,72-73,2025-01-01
UIC,Drake,74,70,6.0,Y,74-70,2025-01-01
Clemson,Stnford,85,71,-10.5,Y,85-71,2025-01-01
Mercer,Chattanooga,99,94,1.5,Y,99-94,2025-01-01
Indiana Stte,Bradley,89,90,3.5,Y,89-90,2025-01-01
Butler,Villanova,65,73,-1.0,N,65-73,2025-01-01
Florida Atlantic,Memphis,62,90,3.0,N,62-90,2025-01-02
Washington,Maryland,75,69,6.0,Y,75-69,2025-01-02
Tennessee-Martin,Arkansas-Little Rock,56,57,-2.0,Y,56-57,2025-01-02
Eastern Illinois,Lindenwood,78,74,-2.5,Y,78-74,2025-01-02
Indiana,Rutgers,84,74,-8.0,Y,84-74,2025-01-02
Georgia Stte,South Alabama,51,77,4.5,N,51-77,2025-01-02
Marshall,Texas Stte,77,71,-1.0,Y,77-71,2025-01-02
St Marys,Pepperdine,71,41,-17.0,Y,71-41,2025-01-02
Tennessee Tech,Southern Indiana,68,64,-4.0,Y,68-64,2025-01-02
Idaho,Montana Stte,69,64,1.5,Y,69-64,2025-01-02
Old Dominion,Arkansas Stte,59,78,10.5,N,59-78,2025-01-02
Hawaii,UC-Santa Barbara,61,64,-2.5,N,61-64,2025-01-02
San Diego,Santa Clara,80,81,13.0,Y,80-81,2025-01-02
College of Charleston,Hampton,94,67,-10.0,Y,94-67,2025-01-02
Florida International,Middle Tennessee,69,73,4.0,N,69-73,2025-01-02
Murray Stte,Illinois Stte,68,74,-7.5,Y,68-74,2025-01-02
South Dakota Stte,Denver,91,70,-15.5,Y,91-70,2025-01-02
UMKC,South Dakota,68,54,-4.0,Y,68-54,2025-01-02
Tennessee Stte,Southeast Missouri Stte,65,67,-2.5,Y,65-67,2025-01-02
James Madison,Southern Mississippi,83,72,-11.0,Y,83-72,2025-01-02
Hofstra,William & Mary,56,74,-5.5,N,56-74,2025-01-02
Loyola Marymount,Oregon Stte,82,61,3.0,Y,82-61,2025-01-02
North Dakota,Nebraska-Omaha,85,95,-4.5,N,85-95,2025-01-02
Liberty,Western Kentucky,70,71,-10.0,Y,70-71,2025-01-02
North Dakota Stte,St Thomas (MN),85,89,-2.5,N,85-89,2025-01-02
Gonzaga,Portland,81,50,-33.5,Y,81-50,2025-01-02
Georgia Southern,Louisiana-Monroe,90,82,-10.0,Y,90-82,2025-01-02
Oregon,Illinois,77,109,-4.5,N,77-109,2025-01-02
Northeastern,Delaware,80,77,-5.5,Y,80-77,2025-01-02
Southern Illinois-Edwardsville,Western Illinois,77,66,-7.0,Y,77-66,2025-01-02
Northern Arizona,Idaho Stte,67,72,-4.0,N,67-72,2025-01-02
Pacific,San Francisco,81,89,13.0,Y,81-89,2025-01-02
Oakland,Wisconsin-Milwaukee,65,49,1.0,Y,65-49,2025-01-02
Wright Stte,Wisconsin-Green Bay,74,51,-13.0,Y,74-51,2025-01-02
Detroit,Robert Morris,78,76,5.5,Y,78-76,2025-01-02
N Carolina A&T,Elon,67,75,6.5,N,67-75,2025-01-02
UTEP,Louisiana Tech,70,60,-2.5,Y,70-60,2025-01-02
Eastern Washington,Montana,81,92,2.0,N,81-92,2025-01-02
Long Beach Stte,UC Riverside,60,76,3.5,N,60-76,2025-01-02
UNC Wilmington,Towson,61,65,-5.5,Y,61-65,2025-01-02
Cal Stte-Bakersfield,UC Davis,75,64,-1.5,Y,75-64,2025-01-02
Cal Poly,UC Irvine,89,98,8.0,N,89-98,2025-01-02
Monmouth,Stny Brook,78,56,-6.5,Y,78-56,2025-01-02
Coastal Carolina,Louisiana-Lafayette,68,71,-2.0,N,68-71,2025-01-02
Appalachian Stte,Troy,61,69,2.5,N,61-69,2025-01-02
Penn Stte,Northwestern,84,80,-4.5,Y,84-80,2025-01-02
Minnesota,Purdue,61,81,5.5,N,61-81,2025-01-02
Campbell,Drexel,57,54,3.5,Y,57-54,2025-01-02
New Mexico Stte,Sam Houston Stte,75,71,0.0,Y,75-71,2025-01-02
Northern Colorado,Weber Stte,89,72,-6.5,Y,89-72,2025-01-02
Cal Stte-Fullerton,Cal Stte-Northridge,65,95,5.0,N,65-95,2025-01-02
New Mexico,Nevada,82,81,-5.5,Y,82-81,2025-01-03
Wisconsin,Iowa,116,85,-6.5,Y,116-85,2025-01-03
Saint Peters,Quinnipiac,46,59,-3.5,N,46-59,2025-01-03
Merrimack,Fairfield,67,54,-7.5,Y,67-54,2025-01-03
Siena,Manhattan,103,95,-3.5,Y,103-95,2025-01-03
Ohio Stte,Michigan Stte,62,69,-2.5,N,62-69,2025-01-03
Bowling Green,Akron,68,71,5.5,Y,68-71,2025-01-03
Georgetown University,Xavier,69,63,-1.5,Y,69-63,2025-01-03
Iona,Marist,65,70,-3.5,N,65-70,2025-01-03
Saint Louis,Saint Josephs,73,57,-2.0,Y,73-57,2025-01-03
Marquette,Creighton,79,71,-10.0,Y,79-71,2025-01-03
Temple,Wichita Stte,91,85,-1.0,Y,91-85,2025-01-03
Cincinnati,Arizona,67,72,-2.5,N,67-72,2025-01-04
PFW,Youngstown Stte,90,81,-6.0,Y,90-81,2025-01-04
College of Charleston,Towson,77,69,-6.5,Y,77-69,2025-01-04
Georgia Tech,Boston Col,85,64,-7.5,Y,85-64,2025-01-04
Cleveland Stte,IUPUI,67,61,-9.5,Y,67-61,2025-01-04
Utah Stte,Fresno Stte,89,83,-23.5,Y,89-83,2025-01-04
Tennessee-Martin,Southeast Missouri Stte,66,63,-2.5,Y,66-63,2025-01-04
Oregon Stte,San Diego,81,54,-15.5,Y,81-54,2025-01-04
UTEP,Sam Houston Stte,81,72,-5.5,Y,81-72,2025-01-04
Fordham,St Bonaventure,66,86,6.0,N,66-86,2025-01-04
Loyola Marymount,Gonzaga,68,96,15.0,N,68-96,2025-01-04
Marshall,Troy,57,58,1.0,N,57-58,2025-01-04
Idaho,Montana,71,73,2.0,N,71-73,2025-01-04
Western Carolina,Samford,69,88,11.5,N,69-88,2025-01-04
VA Tech,Miami,86,85,1.5,Y,86-85,2025-01-04
Evansville,Indiana Stte,62,66,3.5,N,62-66,2025-01-04
Northern Colorado,Idaho Stte,93,92,-8.0,Y,93-92,2025-01-04
Rhode Island,George Mason,62,59,1.0,Y,62-59,2025-01-04
Northeastern,Hofstra,37,55,-2.5,N,37-55,2025-01-04
Miss Statete,S Carolina,85,50,-10.5,Y,85-50,2025-01-04
Stny Brook,William & Mary,76,83,6.0,N,76-83,2025-01-04
George Washington,Dayton,82,62,9.0,Y,82-62,2025-01-04
VMI,Mercer,67,70,5.5,Y,67-70,2025-01-04
Villanova,DePaul,100,56,-9.0,Y,100-56,2025-01-04
Tennessee Stte,Arkansas-Little Rock,95,86,-1.0,Y,95-86,2025-01-04
North Dakota,St Thomas (MN),80,88,5.5,N,80-88,2025-01-04
Tarleton Stte,Texas-Arlington,77,74,5.5,Y,77-74,2025-01-04
Tulane,UTSA,92,63,-5.5,Y,92-63,2025-01-04
Houston,BYU,86,55,-10.0,Y,86-55,2025-01-04
Loyola-Chicago,VCU,65,84,5.5,N,65-84,2025-01-04
Notre Dame,N Carolina,73,74,3.5,Y,73-74,2025-01-04
Nebraska,UCLA,66,58,-3.0,Y,66-58,2025-01-04
Georgia Southern,South Alabama,47,76,5.0,N,47-76,2025-01-04
Pittsburgh,Stnford,83,68,-10.0,Y,83-68,2025-01-04
TX Christian,Kansas Stte,63,62,-3.5,Y,63-62,2025-01-04
James Madison,Arkansas Stte,67,62,1.0,Y,67-62,2025-01-04
Tennessee,Arkansas,76,52,-12.0,Y,76-52,2025-01-04
East Tennessee Stte,Wofford,78,81,-4.5,Y,78-81,2025-01-04
Grand Canyon,Southern Utah,82,71,-16.0,Y,82-71,2025-01-04
Cal Stte-Fullerton,UC San Diego,51,90,12.5,N,51-90,2025-01-04
Rice,Charlotte,68,55,-3.5,Y,68-55,2025-01-04
N Carolina A&T,Drexel,59,68,5.0,N,59-68,2025-01-04
Elon,Hampton,70,62,-8.5,Y,70-62,2025-01-04
UMKC,Oral Roberts,90,67,-7.5,Y,90-67,2025-01-04
Kent Stte,Ball Stte,67,75,-10.0,Y,67-75,2025-01-04
Hawaii,Cal Poly,68,55,-5.0,Y,68-55,2025-01-04
Miami-Ohio,Buffalo,93,79,-11.5,Y,93-79,2025-01-04
St Johns,Butler,70,62,-11.0,Y,70-62,2025-01-04
USC,Michigan,74,85,5.5,N,74-85,2025-01-04
UAB,Tulsa,83,51,-13.0,Y,83-51,2025-01-04
The Citadel,Chattanooga,68,81,12.0,N,68-81,2025-01-04
Northern Arizona,Weber Stte,80,77,-2.5,Y,80-77,2025-01-04
Utah,Texas Tech,65,93,3.0,N,65-93,2025-01-04
Southern Illinois-Edwardsville,Lindenwood,58,47,-7.5,Y,58-47,2025-01-04
UNLV,San Jose Stte,79,73,-10.0,Y,79-73,2025-01-04
Kentucky,Florida,106,100,-3.5,Y,106-100,2025-01-04
Auburn,Missouri,84,68,-18.0,Y,84-68,2025-01-04
Ole Miss,Georgia,63,51,-5.0,Y,63-51,2025-01-04
Western Michigan,Toledo,70,76,2.0,N,70-76,2025-01-04
Virginia,Louisville,50,70,5.5,N,50-70,2025-01-04
New Mexico Stte,Louisiana Tech,78,48,2.5,Y,78-48,2025-01-04
Cal Stte-Bakersfield,Long Beach Stte,80,65,-5.5,Y,80-65,2025-01-04
UC Irvine,UC Riverside,81,57,-8.5,Y,81-57,2025-01-04
Arizona Stte,Colorado,81,61,-6.0,Y,81-61,2025-01-04
Bradley,Missouri Stte,69,60,-11.5,Y,69-60,2025-01-04
Liberty,Middle Tennessee,73,63,-7.5,Y,73-63,2025-01-04
LSU,Vanderbilt,72,80,2.0,N,72-80,2025-01-04
Washington Stte,San Francisco,91,82,-2.5,Y,91-82,2025-01-04
UNC Greensboro,Furman,84,67,-1.0,Y,84-67,2025-01-04
Alabama,Oklahoma,107,79,-13.0,Y,107-79,2025-01-04
Clemson,California,80,68,-14.5,Y,80-68,2025-01-04
S Methodist,Duke,62,89,8.0,N,62-89,2025-01-04
Kennesaw Stte,Jacksonville Stte,83,71,1.5,Y,83-71,2025-01-04
Belmont,UIC,92,87,-6.0,Y,92-87,2025-01-04
Delaware,Monmouth,84,64,-5.0,Y,84-64,2025-01-04
Georgia Stte,Louisiana-Lafayette,94,70,-1.0,Y,94-70,2025-01-04
Coastal Carolina,Louisiana-Monroe,70,51,-7.0,Y,70-51,2025-01-04
Eastern Washington,Montana Stte,68,63,1.5,Y,68-63,2025-01-04
Pacific,Pepperdine,70,87,-1.0,N,70-87,2025-01-04
Detroit,Wisconsin-Milwaukee,56,64,9.0,Y,56-64,2025-01-04
Cal Baptist,Seattle,61,59,-4.0,Y,61-59,2025-01-04
Northern Kentucky,Wisconsin-Green Bay,78,60,-12.5,Y,78-60,2025-01-04
Air Force,Wyoming,65,70,3.0,N,65-70,2025-01-04
Old Dominion,Southern Mississippi,74,71,-2.0,Y,74-71,2025-01-04
Texas A&M,Texas,80,60,-6.5,Y,80-60,2025-01-04
Iowa Stte,Baylor,74,55,-8.0,Y,74-55,2025-01-04
Boise Stte,San Diego Stte,68,76,-4.5,N,68-76,2025-01-04
Wake Forest,NC Stte,77,59,-5.5,Y,77-59,2025-01-04
Cal Stte-Northridge,UC Davis,73,61,-8.5,Y,73-61,2025-01-04
Tennessee Tech,Morehead Stte,74,55,-2.5,Y,74-55,2025-01-04
